["port 1","LEFT"]
["port 3","RIGHT"]
["port 5","RIGHT"]
["port 4","RIGHT"]
["port 6","RIGHT"]
["port 2","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(30, 3)
1.9362987265033406e+14 5.2595021868564316e-02 3.0904149912859786e+01
1.9406208218750000e+14 4.5749999005629996e-02 2.8180726003453508e+01
1.9449622554809844e+14 4.1687378400919288e-02 3.0767751484367011e+01
1.9493231573991031e+14 4.7271969441617559e-02 3.3159982678937972e+01
1.9537036588764044e+14 4.0522660748899784e-02 3.5881281919937940e+01
1.9581038923423425e+14 3.8361268955002227e-02 3.8186977300923637e+01
1.9625239914221219e+14 4.6910224968296749e-02 4.0925895767039130e+01
1.9669640909502262e+14 2.6322293405565800e-02 4.3271547487067615e+01
1.9714243269841272e+14 3.9784969180349551e-02 4.5467905758452538e+01
1.9759048368181819e+14 3.1411966545645958e-02 4.7588419521829493e+01
1.9804057589977219e+14 3.4110133647867261e-02 4.9851148476128017e+01
1.9849272333333331e+14 2.7521607391040828e-02 4.9638522422589993e+01
1.9894694009153316e+14 1.3382323198350256e-02 4.9374099513206495e+01
1.9940324041284403e+14 3.0304228424173157e-02 5.1777651533500226e+01
1.9986163866666666e+14 3.0764474390056626e-02 5.4781906348611628e+01
("port 2","mode 1",1,"port 6",1,"transmission")
(30, 3)
1.8737028625000000e+14 3.2460656808218982e-02 -2.2140333872253706e+00
1.8777497369330453e+14 3.7348345034330058e-02 4.9088576498734458e-02
1.8818141303030303e+14 3.0522191280052194e-02 2.2883279268761760e+00
1.8858961566160522e+14 4.0357381977541781e-02 4.7263313177550055e+00
1.8899959308695653e+14 6.1082654334721868e-02 7.1372619611728547e+00
1.8941135690631806e+14 1.2917122835336784e-02 9.7243509094029239e+00
1.8982491882096069e+14 1.5691619186145426e-02 1.1736178214815029e+01
1.9024029063457331e+14 5.4097836206924210e-02 1.3172651628696494e+01
1.9065748425438597e+14 5.2669884184935005e-02 1.5388916964045677e+01
1.9107651169230769e+14 6.9524941193753964e-02 1.7913408701814731e+01
1.9149738506607931e+14 4.7824517172238915e-02 2.0413205931622997e+01
1.9192011660044150e+14 5.7858563440407004e-02 2.1913404639713725e+01
1.9234471862831859e+14 5.3862793960679202e-02 1.9467092655147027e+01
1.9277120359201775e+14 4.1917608288648656e-02 2.1766316798755611e+01
1.9319958404444447e+14 5.5927185381097276e-02 2.4094411803032539e+01
1.9362987265033406e+14 5.6545598002668979e-02 2.5494250918817894e+01
1.9406208218750000e+14 3.5275012867866259e-02 2.7146227146059029e+01
1.9449622554809844e+14 2.4037961731420039e-02 2.9697280745163717e+01
1.9493231573991031e+14 1.7330633418360032e-02 3.2390186981150293e+01
1.9537036588764044e+14 1.5423772337917937e-02 3.4967570517194304e+01
1.9581038923423425e+14 9.2999056668082638e-03 3.1854482115327428e+01
1.9625239914221219e+14 1.3088557172466909e-02 3.4833016506717549e+01
1.9669640909502262e+14 1.4424260071028160e-02 3.7826347012381596e+01
1.9714243269841272e+14 1.0710583045748415e-02 3.8988434125604321e+01
1.9759048368181819e+14 1.1043296573000717e-02 4.1993594671126360e+01
1.9804057589977219e+14 5.0258925963083505e-03 4.3876204538467725e+01
1.9849272333333331e+14 1.1293583161814580e-02 4.1172985414977610e+01
1.9894694009153316e+14 2.1142876263638824e-02 4.3822990488759629e+01
1.9940324041284403e+14 3.1511860240712730e-02 4.5558128720401612e+01
1.9986163866666666e+14 1.6317613285440052e-02 4.7958233144311940e+01
("port 3","mode 1",1,"port 1",1,"transmission")
(30, 3)
1.8737028625000000e+14 4.1101513157595360e-01 -3.0591548488871023e+00
1.8777497369330453e+14 4.0869409026781894e-01 -1.7748429722814947e+00
